id,name,height,weight,base_experience,types,abilities,moves,gender_rate,male_pct,female_pct,genderless,capture_rate,is_legendary,is_mythical,generation,good_against_types,weak_to_types,resist_to_types,immune_to_types,sprite_url,evolves_from,evolves_to,can_evolve,evolution_details,encounter_locations,encounter_versions,stat_hp,stat_attack,stat_defense,stat_special-attack,stat_special-defense,stat_speed
816,sobble,3,40,62,water,"torrent,sniper","pound,bind,take-down,growl,mist,water-gun,hydro-pump,surf,double-team,light-screen,haze,reflect,waterfall,swift,rest,substitute,snore,protect,endure,attract,sleep-talk,safeguard,baton-pass,rain-dance,whirlpool,facade,dive,weather-ball,muddy-water,bounce,mud-shot,water-pulse,u-turn,sucker-punch,aqua-ring,ice-shard,aqua-jet,soak,round,water-pledge,work-up,fell-stinger,liquidation,tearful-look,tera-blast,chilling-water",1,87.5,12.5,False,45,False,False,generation-viii,"fire,ground,rock","electric,grass","fire,ice,steel,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,,drizzile,True,drizzile por level-up (nivel 16),,,50,40,40,70,40,70
817,drizzile,7,115,147,water,"torrent,sniper","pound,bind,take-down,growl,mist,water-gun,hydro-pump,surf,double-team,light-screen,haze,reflect,waterfall,swift,rest,substitute,snore,protect,endure,attract,sleep-talk,safeguard,baton-pass,rain-dance,whirlpool,facade,dive,weather-ball,muddy-water,bounce,mud-shot,water-pulse,u-turn,fling,sucker-punch,aqua-ring,ice-shard,aqua-jet,soak,round,water-pledge,work-up,fell-stinger,liquidation,tearful-look,tera-blast,chilling-water",1,87.5,12.5,False,45,False,False,generation-viii,"fire,ground,rock","electric,grass","fire,ice,steel,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,sobble,inteleon,True,inteleon por level-up (nivel 35),,,65,60,55,95,55,90
818,inteleon,19,452,265,water,"torrent,sniper","pound,swords-dance,bind,take-down,growl,mist,water-gun,hydro-pump,surf,ice-beam,blizzard,hyper-beam,agility,double-team,light-screen,haze,reflect,focus-energy,metronome,waterfall,swift,rest,substitute,snore,protect,icy-wind,endure,attract,sleep-talk,safeguard,baton-pass,rain-dance,psych-up,shadow-ball,whirlpool,facade,taunt,dive,hydro-cannon,weather-ball,air-cutter,muddy-water,icicle-spear,bounce,mud-shot,water-pulse,u-turn,fling,sucker-punch,aqua-ring,dark-pulse,air-slash,vacuum-wave,giga-impact,ice-shard,aqua-jet,smack-down,soak,round,scald,acrobatics,water-pledge,work-up,fell-stinger,liquidation,tearful-look,snipe-shot,breaking-swipe,scale-shot,skitter-smack,flip-turn,tera-blast,snowscape,chilling-water",1,87.5,12.5,False,45,False,False,generation-viii,"fire,ground,rock","electric,grass","fire,ice,steel,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,drizzile,,False,,,,70,85,65,125,65,120
819,skwovet,3,25,55,normal,"cheek-pouch,gluttony","tackle,body-slam,take-down,double-edge,tail-whip,bite,counter,dig,defense-curl,amnesia,rest,super-fang,substitute,thief,snore,curse,protect,belly-drum,mud-slap,endure,rollout,attract,sleep-talk,iron-tail,crunch,uproar,stockpile,spit-up,swallow,facade,endeavor,hyper-voice,bullet-seed,mud-shot,gyro-ball,payback,assurance,fling,last-resort,seed-bomb,round,tail-slap,belch,brutal-swing,stuff-cheeks,tera-blast,trailblaze",4,50.0,50.0,False,255,False,False,generation-viii,,fighting,,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,,greedent,True,greedent por level-up (nivel 24),,,70,55,55,35,35,25
820,greedent,6,60,161,normal,"cheek-pouch,gluttony","swords-dance,tackle,body-slam,take-down,double-edge,tail-whip,bite,hyper-beam,counter,earthquake,dig,amnesia,rest,super-fang,substitute,thief,snore,curse,protect,mud-slap,endure,attract,sleep-talk,iron-tail,rain-dance,sunny-day,crunch,uproar,stockpile,spit-up,swallow,facade,superpower,knock-off,endeavor,hyper-voice,bullet-seed,mud-shot,covet,gyro-ball,payback,assurance,fling,seed-bomb,giga-impact,thunder-fang,ice-fang,fire-fang,round,bulldoze,wild-charge,tail-slap,belch,high-horsepower,brutal-swing,psychic-fangs,stomping-tantrum,stuff-cheeks,body-press,tera-blast",4,50.0,50.0,False,90,False,False,generation-viii,,fighting,,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,skwovet,,False,,,,120,95,95,55,75,20
821,rookidee,2,18,49,flying,"keen-eye,unnerve,big-pecks","fly,sand-attack,fury-attack,take-down,leer,peck,drill-peck,agility,focus-energy,swift,sky-attack,rest,substitute,thief,snore,reversal,spite,protect,scary-face,endure,swagger,attract,sleep-talk,rock-smash,facade,taunt,revenge,fake-tears,air-cutter,aerial-ace,roost,pluck,tailwind,u-turn,payback,assurance,air-slash,brave-bird,nasty-plot,defog,hone-claws,round,retaliate,work-up,power-trip,dual-wingbeat,tera-blast",4,50.0,50.0,False,255,False,False,generation-viii,"bug,fighting,grass","electric,ice,rock","bug,fighting,grass",ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,,corvisquire,True,corvisquire por level-up (nivel 18),,,38,47,35,33,35,57
822,corvisquire,8,160,128,flying,"keen-eye,unnerve,big-pecks","fly,fury-attack,take-down,leer,peck,drill-peck,agility,focus-energy,swift,rest,substitute,thief,snore,reversal,spite,protect,scary-face,endure,swagger,attract,sleep-talk,sunny-day,facade,taunt,revenge,fake-tears,air-cutter,aerial-ace,pluck,tailwind,u-turn,payback,assurance,air-slash,brave-bird,nasty-plot,hone-claws,round,retaliate,work-up,hurricane,power-trip,dual-wingbeat,tera-blast",4,50.0,50.0,False,120,False,False,generation-viii,"bug,fighting,grass","electric,ice,rock","bug,fighting,grass",ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,rookidee,corviknight,True,corviknight por level-up (nivel 38),,,68,67,55,43,55,77
823,corviknight,22,750,248,"flying,steel","pressure,unnerve,mirror-armor","fly,sand-attack,fury-attack,body-slam,take-down,double-edge,leer,hyper-beam,peck,drill-peck,agility,screech,light-screen,reflect,focus-energy,swift,sky-attack,rest,substitute,thief,snore,curse,reversal,spite,protect,scary-face,endure,swagger,steel-wing,attract,sleep-talk,metal-claw,rain-dance,sunny-day,rock-smash,facade,taunt,revenge,fake-tears,air-cutter,metal-sound,aerial-ace,iron-defense,bulk-up,roost,pluck,tailwind,u-turn,payback,assurance,air-slash,brave-bird,giga-impact,nasty-plot,flash-cannon,defog,iron-head,hone-claws,heavy-slam,round,retaliate,work-up,hurricane,power-trip,body-press,steel-beam,dual-wingbeat,tera-blast",4,50.0,50.0,False,45,False,False,generation-viii,"bug,fairy,fighting,grass,ice,rock","electric,fighting,fire,ground,ice,rock","bug,dragon,fairy,fighting,flying,grass,ice,normal,psychic,rock,steel","ground,poison",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,corvisquire,,False,,,,98,87,105,53,85,67
824,blipbug,4,80,36,bug,"swarm,compound-eyes,telepathy","supersonic,recover,struggle-bug,sticky-web,infestation",4,50.0,50.0,False,255,False,False,generation-viii,"dark,grass,psychic","fire,flying,rock","fighting,grass,ground",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,,dottler,True,dottler por level-up (nivel 10),,,25,20,20,25,45,45
825,dottler,4,195,117,"bug,psychic","swarm,compound-eyes,telepathy","solar-beam,confusion,psychic,light-screen,reflect,leech-life,rest,substitute,snore,protect,endure,attract,sleep-talk,safeguard,shadow-ball,future-sight,facade,helping-hand,trick,skill-swap,imprison,iron-defense,calm-mind,payback,power-swap,guard-swap,bug-buzz,energy-ball,zen-headbutt,trick-room,wonder-room,psyshock,magic-room,round,stored-power,ally-switch,struggle-bug,psychic-terrain,body-press,expanding-force",4,50.0,50.0,False,120,False,False,generation-viii,"dark,fighting,grass,poison,psychic","bug,dark,fire,flying,ghost,rock","fighting,grass,ground,psychic",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,blipbug,orbeetle,True,orbeetle por level-up (nivel 30),,,50,35,80,50,90,30
826,orbeetle,4,408,253,"bug,psychic","swarm,frisk,telepathy","psybeam,hyper-beam,solar-beam,confusion,psychic,hypnosis,agility,confuse-ray,light-screen,reflect,leech-life,rest,substitute,snore,protect,giga-drain,endure,attract,sleep-talk,safeguard,baton-pass,mirror-coat,shadow-ball,future-sight,facade,helping-hand,trick,magic-coat,skill-swap,imprison,iron-defense,calm-mind,u-turn,payback,power-swap,guard-swap,bug-buzz,energy-ball,giga-impact,psycho-cut,zen-headbutt,trick-room,wonder-room,psyshock,magic-room,after-you,round,stored-power,ally-switch,struggle-bug,psychic-terrain,body-press,expanding-force",4,50.0,50.0,False,45,False,False,generation-viii,"dark,fighting,grass,poison,psychic","bug,dark,fire,flying,ghost,rock","fighting,grass,ground,psychic",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,dottler,,False,,,,60,45,110,80,120,90
827,nickit,6,89,49,dark,"run-away,unburden,stakeout","tail-whip,dig,agility,quick-attack,screech,swift,rest,substitute,thief,snore,protect,endure,attract,sleep-talk,baton-pass,beat-up,torment,facade,taunt,knock-off,fake-tears,howl,mud-shot,assurance,sucker-punch,night-slash,nasty-plot,hone-claws,foul-play,round,quick-guard,tail-slap,snarl,play-rough,lash-out",4,50.0,50.0,False,255,False,False,generation-viii,"ghost,psychic","bug,fairy,fighting","dark,ghost",psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,,thievul,True,thievul por level-up (nivel 18),,,40,28,28,47,52,50
828,thievul,12,199,159,dark,"run-away,unburden,stakeout","tail-whip,hyper-beam,dig,psychic,agility,quick-attack,screech,swift,rest,substitute,thief,snore,protect,endure,attract,sleep-talk,baton-pass,crunch,shadow-ball,beat-up,facade,taunt,fake-tears,mud-shot,u-turn,assurance,sucker-punch,dark-pulse,night-slash,giga-impact,nasty-plot,shadow-claw,thunder-fang,ice-fang,fire-fang,grass-knot,hone-claws,foul-play,round,acrobatics,tail-slap,snarl,parting-shot,play-rough,burning-jealousy,lash-out",4,50.0,50.0,False,127,False,False,generation-viii,"ghost,psychic","bug,fairy,fighting","dark,ghost",psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,nickit,,False,,,,70,58,58,87,92,90
829,gossifleur,4,22,50,grass,"cotton-down,regenerator,effect-spore","sing,leech-seed,growth,razor-leaf,solar-beam,poison-powder,stun-spore,sleep-powder,light-screen,rest,substitute,snore,protect,giga-drain,endure,charm,attract,sleep-talk,rapid-spin,sweet-scent,synthesis,sunny-day,facade,helping-hand,hyper-voice,aromatherapy,bullet-seed,magical-leaf,worry-seed,energy-ball,leaf-storm,grass-knot,round,leaf-tornado,grassy-terrain,leafage,pollen-puff,grassy-glide",4,50.0,50.0,False,190,False,False,generation-viii,"ground,rock,water","bug,fire,flying,ice,poison","electric,grass,ground,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,,eldegoss,True,eldegoss por level-up (nivel 20),,,40,40,60,40,60,10
830,eldegoss,5,25,161,grass,"cotton-down,regenerator,effect-spore","sing,hyper-beam,razor-leaf,solar-beam,light-screen,rest,substitute,snore,cotton-spore,protect,giga-drain,endure,charm,attract,sleep-talk,rapid-spin,sweet-scent,synthesis,sunny-day,facade,helping-hand,hyper-voice,weather-ball,aromatherapy,bullet-seed,magical-leaf,seed-bomb,energy-ball,giga-impact,leaf-storm,grass-knot,round,leaf-tornado,cotton-guard,grassy-terrain,leafage,pollen-puff,grassy-glide",4,50.0,50.0,False,75,False,False,generation-viii,"ground,rock,water","bug,fire,flying,ice,poison","electric,grass,ground,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,gossifleur,,False,,,,60,50,90,80,120,60
831,wooloo,6,60,122,normal,"fluffy,run-away,bulletproof","stomp,double-kick,headbutt,tackle,take-down,double-edge,growl,counter,thunder-wave,agility,defense-curl,rest,substitute,snore,reversal,protect,endure,swagger,attract,sleep-talk,facade,payback,copycat,guard-swap,guard-split,electro-ball,round,wild-charge,cotton-guard,grassy-glide",4,50.0,50.0,False,255,False,False,generation-viii,,fighting,,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,,dubwool,True,dubwool por level-up (nivel 24),,,42,40,55,40,45,48
832,dubwool,13,430,172,normal,"fluffy,steadfast,bulletproof","swords-dance,double-kick,mega-kick,headbutt,tackle,body-slam,take-down,double-edge,growl,hyper-beam,thunder-wave,agility,defense-curl,rest,substitute,snore,reversal,protect,endure,attract,sleep-talk,baton-pass,facade,bounce,payback,copycat,guard-swap,last-resort,giga-impact,zen-headbutt,guard-split,electro-ball,round,retaliate,wild-charge,cotton-guard,body-press,grassy-glide",4,50.0,50.0,False,127,False,False,generation-viii,,fighting,,ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,wooloo,,False,,,,72,80,100,60,90,88
833,chewtle,3,85,57,water,"strong-jaw,shell-armor,swift-swim","headbutt,tackle,body-slam,take-down,bite,water-gun,hydro-pump,surf,counter,waterfall,skull-bash,rest,substitute,snore,protect,scary-face,endure,false-swipe,attract,sleep-talk,rain-dance,crunch,whirlpool,facade,revenge,dive,mud-shot,water-pulse,payback,assurance,gastro-acid,poison-jab,ice-fang,round,shell-smash,dragon-tail,stomping-tantrum,liquidation,jaw-lock,scale-shot,skitter-smack,tera-blast,chilling-water",4,50.0,50.0,False,255,False,False,generation-viii,"fire,ground,rock","electric,grass","fire,ice,steel,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,,drednaw,True,drednaw por level-up (nivel 22),,,50,64,50,38,38,44
834,drednaw,10,1155,170,"water,rock","strong-jaw,shell-armor,swift-swim","swords-dance,headbutt,tackle,body-slam,take-down,double-edge,bite,water-gun,hydro-pump,surf,ice-beam,blizzard,hyper-beam,counter,earthquake,dig,waterfall,rest,rock-slide,super-fang,substitute,snore,protect,scary-face,sandstorm,endure,false-swipe,attract,sleep-talk,megahorn,iron-tail,rain-dance,crunch,whirlpool,facade,superpower,revenge,dive,rock-tomb,sand-tomb,muddy-water,iron-defense,mud-shot,rock-blast,water-pulse,payback,assurance,rock-polish,poison-jab,earth-power,giga-impact,ice-fang,stone-edge,stealth-rock,head-smash,round,scald,bulldoze,razor-shell,high-horsepower,throat-chop,smart-strike,stomping-tantrum,liquidation,jaw-lock,body-press,scale-shot,meteor-beam,skitter-smack,tera-blast,ice-spinner,chilling-water",4,50.0,50.0,False,75,False,False,generation-viii,"bug,fire,flying,ground,ice,rock","electric,fighting,grass,ground,steel,water","fire,flying,ice,normal,poison,steel,water",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,chewtle,,False,,,,90,115,90,48,68,74
835,yamper,3,135,54,electric,"ball-fetch,rattled","sand-attack,tackle,double-edge,tail-whip,bite,roar,thunderbolt,thunder-wave,thunder,dig,swift,rest,substitute,snore,protect,endure,charm,spark,attract,sleep-talk,crunch,uproar,facade,charge,helping-hand,howl,thunder-fang,fire-fang,discharge,electro-ball,flame-charge,round,volt-switch,wild-charge,snarl,play-rough,nuzzle,rising-voltage",4,50.0,50.0,False,255,False,False,generation-viii,"flying,water",ground,"electric,flying,steel",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,,boltund,True,boltund por level-up (nivel 25),,,59,45,50,40,50,26
836,boltund,10,340,172,electric,"strong-jaw,competitive","tackle,tail-whip,bite,roar,hyper-beam,thunderbolt,thunder-wave,thunder,dig,agility,focus-energy,swift,rest,substitute,snore,protect,endure,charm,spark,attract,sleep-talk,crunch,uproar,facade,charge,helping-hand,hyper-voice,bulk-up,giga-impact,thunder-fang,fire-fang,electro-ball,round,volt-switch,wild-charge,snarl,electrify,play-rough,eerie-impulse,electric-terrain,nuzzle,psychic-fangs,rising-voltage",4,50.0,50.0,False,45,False,False,generation-viii,"flying,water",ground,"electric,flying,steel",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,yamper,,False,,,,69,90,60,90,60,121
837,rolycoly,3,120,48,rock,"steam-engine,heatproof,flash-fire","tackle,body-slam,take-down,dig,smokescreen,reflect,self-destruct,explosion,rest,rock-slide,substitute,snore,curse,protect,mud-slap,spikes,sandstorm,endure,attract,sleep-talk,rapid-spin,ancient-power,will-o-wisp,facade,rock-tomb,sand-tomb,iron-defense,block,rock-blast,gyro-ball,rock-polish,power-gem,iron-head,stone-edge,stealth-rock,smack-down,round,incinerate,bulldoze,heat-crash,meteor-beam,tera-blast,temper-flare",4,50.0,50.0,False,255,False,False,generation-viii,"bug,fire,flying,ice","fighting,grass,ground,steel,water","fire,flying,normal,poison",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,,carkol,True,carkol por level-up (nivel 18),,,30,40,50,40,50,30
838,carkol,11,780,144,"rock,fire","steam-engine,flame-body,flash-fire","tackle,body-slam,take-down,flamethrower,fire-spin,dig,smokescreen,reflect,self-destruct,fire-blast,rest,rock-slide,substitute,snore,curse,protect,mud-slap,spikes,sandstorm,endure,attract,sleep-talk,rapid-spin,sunny-day,ancient-power,heat-wave,will-o-wisp,facade,overheat,rock-tomb,sand-tomb,iron-defense,rock-blast,gyro-ball,flare-blitz,rock-polish,power-gem,iron-head,stone-edge,stealth-rock,smack-down,heavy-slam,flame-charge,round,scald,incinerate,bulldoze,heat-crash,high-horsepower,burn-up,body-press,meteor-beam,scorching-sands,tera-blast,temper-flare",4,50.0,50.0,False,120,False,False,generation-viii,"bug,fire,flying,grass,ice,steel","fighting,grass,ground,rock,steel,water","bug,fairy,fire,flying,grass,ice,normal,poison,steel",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,rolycoly,coalossal,True,coalossal por level-up (nivel 34),,,80,60,90,60,70,50
839,coalossal,28,3105,255,"rock,fire","steam-engine,flame-body,flash-fire","mega-punch,fire-punch,mega-kick,tackle,body-slam,take-down,flamethrower,hyper-beam,solar-beam,fire-spin,earthquake,dig,smokescreen,reflect,self-destruct,fire-blast,rest,rock-slide,substitute,snore,curse,protect,spikes,sandstorm,endure,attract,sleep-talk,rapid-spin,sunny-day,ancient-power,heat-wave,will-o-wisp,facade,overheat,rock-tomb,sand-tomb,iron-defense,rock-blast,gyro-ball,flare-blitz,rock-polish,power-gem,earth-power,giga-impact,iron-head,stone-edge,stealth-rock,smack-down,heavy-slam,flame-charge,round,scald,incinerate,bulldoze,heat-crash,high-horsepower,burn-up,tar-shot,body-press,meteor-beam,scorching-sands,tera-blast,temper-flare",4,50.0,50.0,False,45,False,False,generation-viii,"bug,fire,flying,grass,ice,steel","fighting,grass,ground,rock,steel,water","bug,fairy,fire,flying,grass,ice,normal,poison,steel",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,carkol,,False,,,,110,80,120,80,90,30
